,UNITID,Year,INSTNM,PREDDEG,HIGHDEG,CONTROL,ADM_RATE,ACTCMMID,SAT_AVG,UGDS,NUM4_PRIV,TUITIONFEE_IN,TUITIONFEE_OUT,INEXPFTE,AVGFACSAL,C150_4,RET_FT4,PCTFLOAN,CDR2,COMP_ORIG_YR2_RT,COMP_4YR_TRANS_YR2_RT,WDRAW_ORIG_YR2_RT,COMPL_RPY_3YR_RT,OVERALL_YR4_N,DEBT_MDN,MN_EARN_WNE_P10,ICLEVEL,UGDS_MEN,UGDS_WOMEN,GRADS,BOOKSUPPLY,ROOMBOARD_ON,GT_THRESHOLD_P8,cluster
17754,102377.0,2018,Tuskegee University,3.0,4.0,2.0,0.5032,21.0,1036.0,2833.0,517.0,22170.0,22170.0,12490.0,4753.0,0.5193,0.6829,0.652,,0.055467511886,,0.164817749604,,665.0,22053.0,,1.0,0.3682,0.6318,456.0,1656.0,9650.0,,5
17767,104586.0,2018,Embry-Riddle Aeronautical University-Prescott,3.0,4.0,2.0,0.7652,26.0,1245.0,2598.0,389.0,34662.0,34662.0,12979.0,9069.0,0.596,0.8681,0.4775,,0.079684763573,,0.302685347344,,3101.0,13750.0,,1.0,0.756,0.244,57.0,1400.0,10468.0,,5
17795,107044.0,2018,Harding University,3.0,4.0,2.0,0.7212,25.0,1203.0,4147.0,620.0,19385.0,19385.0,8962.0,7513.0,0.6663,0.8253,0.5508,,0.089343379978,,0.114101184069,,980.0,20500.0,,1.0,0.4483,0.5517,1357.0,1200.0,6894.0,,5
17797,107080.0,2018,Hendrix College,3.0,4.0,2.0,0.798,28.0,1295.0,1233.0,250.0,44070.0,44070.0,12467.0,7602.0,0.7453,0.8267,0.537,,0.037313432836,,0.108208955224,,283.0,20043.0,,1.0,0.4753,0.5247,11.0,1100.0,11926.0,,5
17798,107141.0,2018,John Brown University,3.0,4.0,2.0,0.7579,27.0,1256.0,1606.0,219.0,26144.0,26144.0,8559.0,6750.0,0.7306,0.8204,0.467,,0.201834862385,,0.126146788991,,439.0,18025.0,,1.0,0.4097,0.5903,641.0,800.0,9040.0,,5
17815,109651.0,2018,Art Center College of Design,3.0,4.0,2.0,0.7036,,,1974.0,88.0,42008.0,42008.0,20546.0,7584.0,0.6759,0.7952,0.4287,,0.082568807339,,0.110091743119,,334.0,28250.0,,1.0,0.46,0.54,246.0,4000.0,,,5
17816,109785.0,2018,Azusa Pacific University,3.0,4.0,2.0,0.6012,24.0,1131.0,5560.0,726.0,37506.0,37506.0,9028.0,8201.0,0.6681,0.8272,0.6038,,0.199181446112,0.016825829923,0.12278308322,,2284.0,18970.0,,1.0,0.3435,0.6565,4255.0,1854.0,9794.0,,5
17819,110097.0,2018,Biola University,3.0,4.0,2.0,0.7198,25.0,1186.0,4039.0,592.0,38448.0,38448.0,11588.0,9299.0,0.7335,0.8691,0.5928,,0.101366742597,,0.104783599089,,936.0,20000.0,,1.0,0.3627,0.6373,2124.0,1854.0,10972.0,,5
17823,110361.0,2018,California Baptist University,3.0,4.0,2.0,0.7708,22.0,1092.0,7397.0,869.0,32256.0,32256.0,8967.0,9350.0,0.5866,0.7807,0.7211,,0.161111111111,,0.138425925926,,1992.0,21522.0,,1.0,0.3742,0.6258,2527.0,1854.0,8630.0,,5
17824,110370.0,2018,California College of the Arts,3.0,4.0,2.0,0.6369,,,1475.0,102.0,47266.0,47266.0,15831.0,9572.0,0.6121,0.8353,0.4215,,0.114427860697,,0.1592039801,,280.0,25000.0,,1.0,0.3641,0.6359,441.0,1500.0,12690.0,,5
17825,110413.0,2018,California Lutheran University,3.0,4.0,2.0,0.7275,24.0,1158.0,2959.0,424.0,41363.0,41363.0,9913.0,10005.0,0.708,0.8464,0.4817,,0.167134831461,0.040730337079,0.077247191011,,670.0,18000.0,,1.0,0.4265,0.5735,1273.0,1854.0,13320.0,,5
17855,111948.0,2018,Chapman University,3.0,4.0,2.0,0.5724,28.0,1293.0,6740.0,1074.0,50594.0,50594.0,15359.0,11552.0,0.7905,0.9051,0.5454,,0.15852442672,,0.061814556331,,1046.0,19000.0,,1.0,0.3932,0.6068,2372.0,1560.0,14910.0,,5
17856,112075.0,2018,Concordia University-Irvine,3.0,4.0,2.0,0.5845,23.0,1121.0,1821.0,267.0,34100.0,34100.0,7464.0,7028.0,0.6463,0.7463,0.6104,,0.218323586745,0.023391812865,0.115009746589,,566.0,19096.0,,1.0,0.3789,0.6211,2396.0,1800.0,10960.0,,5
17859,112260.0,2018,Claremont McKenna College,3.0,4.0,2.0,0.1036,32.0,1452.0,1334.0,85.0,52825.0,52825.0,27959.0,14133.0,0.898,0.9657,0.2056,,0.086614173228,,,,101.0,13035.0,,1.0,0.5225,0.4775,7.0,1200.0,16220.0,,5
17872,113698.0,2018,Dominican University of California,3.0,4.0,2.0,0.8843,23.0,1127.0,1284.0,201.0,44690.0,44690.0,16410.0,8716.0,0.7204,0.8619,0.683,,0.134948096886,,0.055363321799,,370.0,27000.0,,1.0,0.2617,0.7383,442.0,1854.0,14650.0,,5
17880,114813.0,2018,Fresno Pacific University,3.0,4.0,2.0,0.7239,20.0,1050.0,2791.0,164.0,30458.0,30458.0,5460.0,7065.0,0.6538,0.7889,0.719,,0.288939051919,0.068848758465,0.11625282167,,866.0,18774.0,,1.0,0.2863,0.7137,1302.0,1854.0,8400.0,,5
17891,117140.0,2018,University of La Verne,3.0,4.0,2.0,0.4754,22.0,1106.0,5120.0,435.0,41450.0,41450.0,9077.0,9079.0,0.6627,0.7932,0.6333,,0.187064045656,0.031071655041,0.144578313253,,1547.0,21693.0,,1.0,0.4125,0.5875,2991.0,1854.0,13180.0,,5
17895,117627.0,2018,La Sierra University,3.0,4.0,2.0,0.4821,19.0,994.0,1929.0,255.0,32130.0,32130.0,10104.0,7818.0,0.4742,0.7462,0.6811,,0.073555166375,0.031523642732,0.14711033275,,629.0,18745.0,,1.0,0.3992,0.6008,420.0,1854.0,8250.0,,5
17903,117751.0,2018,The Master's University and Seminary,3.0,4.0,2.0,0.658,22.0,1116.0,1171.0,120.0,33020.0,33020.0,8399.0,6465.0,0.5546,0.8547,0.5174,,0.131868131868,,0.135531135531,,279.0,17083.0,,1.0,0.5551,0.4449,602.0,1792.0,10550.0,,5
17907,117946.0,2018,Loyola Marymount University,3.0,4.0,2.0,0.5248,29.0,1307.0,6257.0,600.0,46386.0,46386.0,17562.0,11411.0,0.7911,0.9118,0.3963,,0.169027384325,0.033050047214,0.066100094429,,1071.0,19000.0,,1.0,0.4403,0.5597,3227.0,1854.0,13255.0,,5
17918,119173.0,2018,Mount Saint Mary's University,3.0,4.0,2.0,0.8121,19.0,1013.0,2575.0,514.0,39608.0,39608.0,11399.0,8937.0,0.658,0.7608,0.8506,,0.238095238095,,0.106227106227,,830.0,20417.0,,1.0,0.0594,0.9406,624.0,1996.0,12138.0,,5
17925,120403.0,2018,Otis College of Art and Design,3.0,4.0,2.0,0.9125,,,1056.0,121.0,45620.0,45620.0,18101.0,7874.0,0.5514,0.798,0.5396,,0.167630057803,,0.138728323699,,191.0,26500.0,,1.0,0.3286,0.6714,53.0,1400.0,14690.0,,5
17927,120865.0,2018,Pacific Union College,3.0,4.0,2.0,0.5021,21.0,1055.0,1181.0,192.0,29469.0,29469.0,10973.0,6099.0,0.5192,0.6845,0.7295,,0.110169491525,,0.169491525424,,462.0,21500.0,,1.0,0.3793,0.6207,3.0,1854.0,8148.0,,5
17928,120883.0,2018,University of the Pacific,3.0,4.0,2.0,0.6487,26.0,1220.0,3542.0,449.0,46346.0,46346.0,21147.0,10575.0,0.7045,0.8513,0.5248,,0.167929292929,,0.079545454545,,830.0,18750.0,,1.0,0.4562,0.5438,2707.0,1854.0,13356.0,,5
17932,121150.0,2018,Pepperdine University,3.0,4.0,2.0,0.3985,29.0,1319.0,3594.0,352.0,51992.0,51992.0,11969.0,12138.0,0.8488,0.9044,0.3874,,0.100189035917,,0.068052930057,,619.0,21500.0,,1.0,0.4096,0.5904,4106.0,1500.0,14870.0,,5
17934,121309.0,2018,Point Loma Nazarene University,3.0,4.0,2.0,0.7629,26.0,1211.0,3092.0,430.0,34600.0,34600.0,9007.0,10209.0,0.7444,0.8923,0.5834,,0.202564102564,,0.067948717949,,580.0,19500.0,,1.0,0.3473,0.6527,1317.0,1854.0,10150.0,,5
17938,121691.0,2018,University of Redlands,3.0,4.0,2.0,0.7496,26.0,1182.0,3042.0,373.0,48072.0,48072.0,10967.0,10094.0,0.7703,0.8188,0.5795,,0.15750371471,,0.090638930163,,914.0,25000.0,,1.0,0.429,0.571,1768.0,1850.0,13862.0,,5
17948,122436.0,2018,University of San Diego,3.0,4.0,2.0,0.4979,28.0,1302.0,5677.0,494.0,47708.0,47708.0,15507.0,12291.0,0.8184,0.9038,0.3878,,0.14402173913,,0.057065217391,,909.0,20500.0,,1.0,0.4564,0.5436,3131.0,1848.0,12630.0,,5
17950,122612.0,2018,University of San Francisco,3.0,4.0,2.0,0.6563,25.0,1203.0,6796.0,964.0,46250.0,46250.0,16898.0,13405.0,0.7723,0.8528,0.4709,,0.163053722903,,0.068803016023,,1068.0,20000.0,,1.0,0.376,0.624,4218.0,1600.0,14330.0,,5
17953,122728.0,2018,William Jessup University,3.0,4.0,2.0,0.6605,24.0,1129.0,1188.0,151.0,30550.0,30550.0,6282.0,6931.0,0.6446,0.7323,0.6936,,0.156342182891,,0.156342182891,,345.0,15750.0,,1.0,0.4125,0.5875,300.0,1854.0,10950.0,,5
17958,122931.0,2018,Santa Clara University,3.0,4.0,2.0,0.5356,30.0,1378.0,5483.0,406.0,49858.0,49858.0,17574.0,12527.0,0.8977,0.9415,0.2685,,0.096660808436,0.031634446397,0.031634446397,,708.0,18248.0,,1.0,0.5019,0.4981,3130.0,1854.0,14487.0,,5
17961,123165.0,2018,Scripps College,3.0,4.0,2.0,0.3337,31.0,1405.0,1059.0,90.0,52966.0,52966.0,31238.0,11340.0,0.8833,0.9148,0.3233,,0.116504854369,,,,92.0,12000.0,,1.0,0.0,1.0,18.0,800.0,16294.0,,5
17968,123554.0,2018,Saint Mary's College of California,3.0,4.0,2.0,0.8162,25.0,1170.0,2762.0,457.0,45686.0,45686.0,14914.0,10170.0,0.764,0.8612,0.7569,,0.09900990099,,0.072607260726,,665.0,21500.0,,1.0,0.4062,0.5938,1136.0,1278.0,15320.0,,5
17971,123651.0,2018,Vanguard University of Southern California,3.0,4.0,2.0,0.4668,21.0,1037.0,1824.0,389.0,32430.0,32430.0,7454.0,7786.0,0.6096,0.7328,0.8336,,0.048449612403,0.031007751938,0.176356589147,,603.0,18000.0,,1.0,0.3509,0.6491,276.0,1400.0,9690.0,,5
17973,123961.0,2018,University of Southern California,3.0,4.0,2.0,0.1595,32.0,1437.0,18942.0,1126.0,54259.0,54259.0,48382.0,14389.0,0.9171,0.9644,0.3105,,0.230661696179,,0.060111835974,,2370.0,18500.0,,1.0,0.4844,0.5156,26517.0,1200.0,14886.0,,5
17984,125763.0,2018,Whittier College,3.0,4.0,2.0,0.7409,24.0,1138.0,1665.0,326.0,46310.0,46310.0,15115.0,8281.0,0.6918,0.7783,0.6871,,0.096296296296,,0.079012345679,,418.0,18250.0,,1.0,0.4348,0.5652,306.0,800.0,13310.0,,5
17985,125897.0,2018,Woodbury University,3.0,4.0,2.0,0.6164,22.0,1076.0,1023.0,111.0,38460.0,38460.0,15301.0,7301.0,0.521,0.7333,0.5933,,0.133333333333,,0.133333333333,,219.0,25000.0,,1.0,0.4946,0.5054,136.0,1800.0,11133.0,,5
17994,126678.0,2018,Colorado College,3.0,4.0,2.0,0.1513,,,2091.0,195.0,52818.0,52818.0,26315.0,11224.0,0.8811,0.9418,0.3427,,,,0.080808080808,,219.0,14227.0,,1.0,0.4644,0.5356,11.0,1230.0,12076.0,,5
18001,127060.0,2018,University of Denver,3.0,4.0,2.0,0.5805,28.0,1294.0,5753.0,610.0,48669.0,48669.0,15302.0,10704.0,0.7512,0.8713,0.354,,0.098522167488,,0.115763546798,,828.0,18045.0,,1.0,0.4669,0.5331,5669.0,1200.0,12612.0,,5
18012,127918.0,2018,Regis University,3.0,4.0,2.0,0.5992,23.0,1150.0,4016.0,315.0,35610.0,35610.0,8088.0,7335.0,0.7121,0.7984,0.5069,,0.197604790419,0.031936127745,0.174650698603,,1100.0,19241.0,,1.0,0.3999,0.6001,4257.0,1800.0,10770.0,,5
18017,128498.0,2018,Albertus Magnus College,3.0,4.0,2.0,0.6388,,930.0,1122.0,117.0,31140.0,31140.0,5190.0,7599.0,0.6133,0.6899,0.8402,,0.18045112782,,0.203007518797,,365.0,23944.0,,1.0,0.3262,0.6738,336.0,900.0,13000.0,,5
18019,128744.0,2018,University of Bridgeport,3.0,4.0,2.0,0.5389,21.0,969.0,3129.0,407.0,32250.0,32250.0,7970.0,8822.0,0.4158,0.7095,0.6586,,0.186738836265,0.024357239513,0.179972936401,,873.0,20500.0,,1.0,0.3573,0.6427,2305.0,1500.0,13590.0,,5
18026,129242.0,2018,Fairfield University,3.0,4.0,2.0,0.6056,,,4023.0,677.0,47165.0,47165.0,13849.0,11160.0,0.8095,0.9044,0.5298,,0.085403726708,,0.04347826087,,637.0,23250.0,,1.0,0.396,0.604,1079.0,1150.0,14280.0,,5
18028,129525.0,2018,University of Hartford,3.0,4.0,2.0,0.8089,24.0,1140.0,4835.0,1002.0,38910.0,38910.0,14465.0,7841.0,0.5427,0.735,0.6282,,0.099154496541,,0.126825518832,,1315.0,19495.0,,1.0,0.49,0.51,1492.0,1020.0,12346.0,,5
18034,129941.0,2018,University of New Haven,3.0,4.0,2.0,0.8776,24.0,1124.0,5147.0,919.0,38170.0,38170.0,10565.0,10252.0,0.6033,0.7887,0.6773,,0.08460918614,,0.097502014504,,1237.0,22092.0,,1.0,0.4737,0.5263,1768.0,1000.0,15610.0,,5
18040,130226.0,2018,Quinnipiac University,3.0,4.0,2.0,0.7388,25.0,1184.0,7249.0,1309.0,46780.0,46780.0,17549.0,11026.0,0.7478,0.8634,0.6021,,0.075778078484,,0.054803788904,,1384.0,20875.0,,1.0,0.3894,0.6106,2895.0,800.0,14190.0,,5
18041,130253.0,2018,Sacred Heart University,3.0,4.0,2.0,0.6028,,,5496.0,896.0,39820.0,39820.0,8803.0,8990.0,0.7245,0.8359,0.6083,,0.107460643395,,0.067761806982,,1413.0,20265.0,,1.0,0.3634,0.6366,2940.0,1200.0,14770.0,,5
18044,130590.0,2018,Trinity College,3.0,4.0,2.0,0.3387,30.0,1370.0,2174.0,264.0,54770.0,54770.0,23465.0,10388.0,0.8102,0.8846,0.4121,,0.06204379562,,,,241.0,19432.0,,1.0,0.4954,0.5046,61.0,1000.0,14200.0,,5
18047,130697.0,2018,Wesleyan University,3.0,4.0,2.0,0.1629,,,2887.0,320.0,52804.0,52804.0,28406.0,12153.0,0.9021,0.9496,0.2817,,0.068181818182,,0.048295454545,,312.0,15500.0,,1.0,0.46,0.54,237.0,1200.0,14466.0,,5
18049,130794.0,2018,Yale University,3.0,4.0,2.0,0.0693,34.0,1520.0,5742.0,387.0,51400.0,51400.0,120956.0,17517.0,0.974,0.9949,0.0994,,,,0.077097505669,,371.0,12000.0,,1.0,0.5049,0.4951,7228.0,3670.0,15500.0,,5
18053,131098.0,2018,Wesley College,3.0,4.0,2.0,0.6151,18.0,903.0,1342.0,308.0,26406.0,26406.0,8215.0,4557.0,0.1724,0.5666,0.8544,,,,0.199643493761,,583.0,16000.0,,1.0,0.4434,0.5566,115.0,2000.0,11442.0,,5
18055,131159.0,2018,American University,3.0,4.0,2.0,0.294,28.0,1294.0,7433.0,1097.0,46615.0,46615.0,14556.0,11620.0,0.7922,0.898,0.4551,,0.090978013647,0.007581501137,0.078089461713,,1205.0,20500.0,,1.0,0.3717,0.6283,5735.0,800.0,15898.0,,5
18056,131283.0,2018,The Catholic University of America,3.0,4.0,2.0,0.8258,,,3284.0,460.0,44060.0,44060.0,19118.0,9645.0,0.7358,0.8645,0.5353,,0.035234899329,,0.080536912752,,685.0,23750.0,,1.0,0.4558,0.5442,2708.0,838.0,14316.0,,5
18058,131450.0,2018,Gallaudet University,3.0,4.0,2.0,0.5901,17.0,916.0,1111.0,141.0,16558.0,16558.0,38338.0,10330.0,0.525,0.6286,0.3988,,0.127490039841,,0.187250996016,,263.0,11105.0,,1.0,0.4383,0.5617,449.0,1600.0,13530.0,,5
18059,131469.0,2018,George Washington University,3.0,4.0,2.0,0.4098,31.0,1386.0,11718.0,1143.0,53518.0,53518.0,22517.0,14272.0,0.8063,0.9136,0.3693,,0.176942046856,0.015413070284,0.046855733662,,1555.0,19500.0,,1.0,0.4043,0.5957,15974.0,1325.0,13000.0,,5
18060,131496.0,2018,Georgetown University,3.0,4.0,2.0,0.1568,32.0,1451.0,7128.0,599.0,52300.0,52300.0,30793.0,15200.0,0.9461,0.9625,0.2628,,0.115438108484,0.013908205841,0.036161335188,,820.0,14500.0,,1.0,0.4435,0.5565,11542.0,1200.0,15434.0,,5
18061,131520.0,2018,Howard University,3.0,4.0,2.0,0.4142,25.0,1201.0,6276.0,607.0,25697.0,25697.0,23722.0,7161.0,0.6336,0.94,0.5123,,0.076229508197,,0.139344262295,,1711.0,22500.0,,1.0,0.3099,0.6901,3038.0,1500.0,13504.0,,5
18062,131876.0,2018,Trinity Washington University,3.0,4.0,2.0,0.9228,,,1498.0,201.0,23690.0,23690.0,5709.0,6876.0,0.3598,0.5747,0.7425,,0.089861751152,,0.329493087558,,507.0,18709.0,,1.0,0.0334,0.9666,430.0,1040.0,10490.0,,5
18064,132471.0,2018,Barry University,3.0,4.0,2.0,0.8507,19.0,970.0,3459.0,394.0,29850.0,29850.0,10959.0,7911.0,0.3489,0.6138,0.5945,,0.22293676313,0.020364415863,0.180064308682,,1201.0,19500.0,,1.0,0.4001,0.5999,3853.0,1500.0,11100.0,,5
18066,132657.0,2018,Lynn University,3.0,4.0,2.0,0.8463,,,2182.0,232.0,37510.0,37510.0,8651.0,5328.0,0.5123,0.6948,0.295,,0.277620396601,,0.158640226629,,297.0,11250.0,,1.0,0.5229,0.4771,806.0,800.0,11970.0,,5
18075,133553.0,2018,Embry-Riddle Aeronautical University-Daytona Beach,3.0,4.0,2.0,0.7491,25.0,1204.0,5689.0,736.0,34822.0,34822.0,16176.0,9458.0,0.591,0.7992,0.4751,,0.079684763573,,0.302685347344,,3101.0,13750.0,,1.0,0.7834,0.2166,609.0,2480.0,11100.0,,5
18080,133872.0,2018,AdventHealth University,3.0,4.0,2.0,0.9685,21.0,1019.0,1316.0,65.0,14400.0,14400.0,10448.0,7500.0,0.1923,0.7945,0.5347,,0.124645892351,0.067988668555,0.152974504249,,477.0,16646.0,,1.0,0.1824,0.8176,318.0,2310.0,6126.0,,5
18081,133881.0,2018,Florida Institute of Technology,3.0,4.0,2.0,0.6346,27.0,1243.0,3395.0,389.0,41240.0,41240.0,12134.0,9446.0,0.6033,0.7958,0.3706,,0.036643026005,0.018321513002,0.368794326241,,2111.0,12625.0,,1.0,0.7137,0.2863,2766.0,1200.0,13610.0,,5
18083,133979.0,2018,Florida Memorial University,3.0,4.0,2.0,0.2733,,,1173.0,252.0,15536.0,15536.0,5880.0,7103.0,0.376,0.5586,0.7242,,0.039911308204,,0.312638580931,,487.0,14250.0,,1.0,0.3811,0.6189,77.0,2300.0,6734.0,,5
18084,134079.0,2018,Florida Southern College,3.0,4.0,2.0,0.5146,27.0,1218.0,2561.0,568.0,34774.0,34774.0,8888.0,8000.0,0.6322,0.7978,0.6286,,0.16,,0.082962962963,,595.0,18750.0,,1.0,0.3495,0.6505,440.0,1250.0,11204.0,,5
18093,134945.0,2018,Jacksonville University,3.0,4.0,2.0,0.867,24.0,1147.0,2829.0,357.0,35260.0,35260.0,10656.0,7429.0,0.4308,0.7132,0.483,,0.183823529412,0.047794117647,0.137254901961,,898.0,15230.0,,1.0,0.3902,0.6098,1345.0,1323.0,13950.0,,5
18100,135726.0,2018,University of Miami,3.0,4.0,2.0,0.357,30.0,1366.0,10613.0,750.0,48484.0,48484.0,26072.0,12193.0,0.8372,0.9089,0.2616,,0.217990275527,0.009724473258,0.052674230146,,1391.0,15577.0,,1.0,0.4792,0.5208,6171.0,1000.0,13666.0,,5
18103,136215.0,2018,Nova Southeastern University,3.0,4.0,2.0,0.5817,26.0,1201.0,4417.0,473.0,29880.0,29930.0,16553.0,9799.0,0.5237,0.7852,0.5432,,0.350359138069,0.030327214685,0.130885873903,,1355.0,18000.0,,1.0,0.2957,0.7043,16296.0,1500.0,12550.0,,5
18105,136330.0,2018,Palm Beach Atlantic University,3.0,4.0,2.0,0.9739,23.0,1115.0,2475.0,325.0,29950.0,29950.0,8854.0,7607.0,0.5305,0.7615,0.4668,,0.10599078341,,0.165898617512,,737.0,15000.0,,1.0,0.3487,0.6513,836.0,1030.0,9660.0,,5
18111,136950.0,2018,Rollins College,3.0,4.0,2.0,0.6389,,,2612.0,259.0,48335.0,48335.0,12219.0,7930.0,0.7532,0.8327,0.4451,,0.146853146853,,0.090909090909,,452.0,21643.0,,1.0,0.4016,0.5984,666.0,1230.0,14730.0,,5
18112,137032.0,2018,Saint Leo University,3.0,4.0,2.0,0.5849,23.0,1056.0,9404.0,427.0,22220.0,22220.0,4198.0,7677.0,0.4798,0.7176,0.4274,,0.155661398571,0.017103269106,0.34423035289,,5083.0,15750.0,,1.0,0.4064,0.5936,3428.0,1344.0,12300.0,,5
18120,137546.0,2018,Stetson University,3.0,4.0,2.0,0.6783,,,3031.0,560.0,44490.0,44490.0,12030.0,10103.0,0.6232,0.7837,0.5662,,0.082352941176,,0.096732026144,,705.0,19000.0,,1.0,0.4292,0.5708,1187.0,1200.0,12684.0,,5
18121,137564.0,2018,Southeastern University,3.0,4.0,2.0,0.535,21.0,1063.0,4786.0,831.0,25360.0,25360.0,4234.0,7384.0,0.3996,0.6687,0.5739,,0.114779874214,,0.239779874214,,1063.0,11250.0,,1.0,0.4388,0.5612,923.0,1600.0,10048.0,,5
18124,137847.0,2018,The University of Tampa,3.0,4.0,2.0,0.5326,25.0,1171.0,7956.0,1475.0,28426.0,28426.0,6628.0,9064.0,0.5969,0.7777,0.5318,,0.127468581688,0.014362657092,0.077199281867,,1475.0,16696.0,,1.0,0.4162,0.5838,924.0,1500.0,10502.0,,5
18136,138947.0,2018,Clark Atlanta University,3.0,4.0,2.0,0.5793,20.0,1000.0,3302.0,904.0,21892.0,21892.0,7347.0,6946.0,0.3976,0.7021,0.8264,,0.047522750253,,0.193124368049,,959.0,15665.0,,1.0,0.2753,0.7247,690.0,1500.0,10878.0,,5
18139,139144.0,2018,Berry College,3.0,4.0,2.0,0.616,27.0,1247.0,1963.0,322.0,35176.0,35176.0,13945.0,8101.0,0.6409,0.7828,0.534,,0.052505966587,,0.078758949881,,523.0,19000.0,,1.0,0.3938,0.6062,132.0,1000.0,12260.0,,5
18140,139199.0,2018,Brenau University,3.0,4.0,2.0,0.6613,20.0,1004.0,1722.0,115.0,28510.0,28510.0,8203.0,7062.0,0.4944,0.6479,0.6884,,0.162029459902,0.0441898527,0.271685761047,,577.0,17380.0,,1.0,0.0918,0.9082,1196.0,1300.0,12418.0,,5
18149,139658.0,2018,Emory University,3.0,4.0,2.0,0.2204,32.0,1443.0,6776.0,550.0,49392.0,49392.0,47872.0,13945.0,0.9091,0.9333,0.3113,,0.33966033966,0.020979020979,0.042957042957,,1015.0,16250.0,,1.0,0.4066,0.5934,7326.0,1224.0,13894.0,,5
18163,140447.0,2018,Mercer University,3.0,4.0,2.0,0.7326,28.0,1285.0,4708.0,563.0,36000.0,36000.0,12442.0,8441.0,0.6383,0.863,0.6419,,0.182341650672,0.03358925144,0.129558541267,,1007.0,20000.0,,1.0,0.3789,0.6211,3906.0,1200.0,11315.0,,5
18167,140818.0,2018,Piedmont University,3.0,4.0,2.0,0.5952,22.0,1059.0,1281.0,220.0,24464.0,24464.0,9018.0,6322.0,0.496,0.6667,0.7334,,0.172093023256,0.041860465116,0.174418604651,,379.0,16218.0,,1.0,0.3388,0.6612,1080.0,1500.0,9870.0,,5
18168,140872.0,2018,Reinhardt University,3.0,4.0,2.0,0.8863,21.0,1038.0,1381.0,264.0,22422.0,22422.0,7049.0,5932.0,0.3686,0.5927,0.6078,,0.127450980392,,0.198529411765,,478.0,11000.0,,1.0,0.5337,0.4663,100.0,1300.0,8266.0,,5
18170,140951.0,2018,Savannah College of Art and Design,3.0,4.0,2.0,0.9287,24.0,1152.0,10568.0,1076.0,36410.0,36410.0,8983.0,9046.0,0.6482,0.8326,0.439,,0.08371040724,0.016402714932,0.179864253394,,1700.0,17166.0,,1.0,0.326,0.674,2489.0,2025.0,14244.0,,5
18172,140988.0,2018,Shorter University,3.0,4.0,2.0,0.5337,21.0,1017.0,1264.0,249.0,21730.0,21730.0,4974.0,4945.0,0.3955,0.5268,0.6392,,0.183235867446,0.019493177388,0.24171539961,,550.0,16168.0,,1.0,0.4272,0.5728,117.0,1200.0,9400.0,,5
18175,141167.0,2018,Thomas University,3.0,4.0,2.0,0.2256,,,1050.0,73.0,16940.0,16940.0,11652.0,5431.0,0.3737,0.5417,0.619,,0.241758241758,0.054945054945,0.263736263736,,310.0,14562.0,,1.0,0.3657,0.6343,483.0,1000.0,7500.0,,5
18180,141486.0,2018,Chaminade University of Honolulu,3.0,4.0,2.0,0.9223,21.0,1068.0,1785.0,189.0,24514.0,24514.0,9115.0,7955.0,0.5428,0.7734,0.4577,,0.106498194946,0.025270758123,0.247292418773,,601.0,15000.0,,1.0,0.3148,0.6852,579.0,1600.0,13100.0,,5
18183,141644.0,2018,Hawaii Pacific University,3.0,4.0,2.0,0.7468,23.0,1110.0,3228.0,371.0,24550.0,24550.0,7117.0,8566.0,0.4447,0.6459,0.3631,,0.095826893354,0.023183925811,0.224111282844,,753.0,12750.0,,1.0,0.4064,0.5936,586.0,1200.0,14204.0,,5
18196,142461.0,2018,Northwest Nazarene University,3.0,4.0,2.0,0.7342,24.0,1142.0,1268.0,157.0,29000.0,29000.0,6884.0,6036.0,0.5586,0.7946,0.6654,,0.178362573099,,0.163742690058,,346.0,18500.0,,1.0,0.3959,0.6041,688.0,1270.0,7000.0,,5
18199,143048.0,2018,School of the Art Institute of Chicago,3.0,4.0,2.0,0.6103,26.0,1242.0,2889.0,303.0,49610.0,49610.0,17197.0,10225.0,0.656,0.8077,0.388,,0.119815668203,0.032258064516,0.193548387097,,445.0,19500.0,,1.0,0.2471,0.7529,759.0,1770.0,13890.0,,5
18201,143118.0,2018,Aurora University,3.0,4.0,2.0,0.8732,21.0,1062.0,3912.0,561.0,23520.0,23520.0,5197.0,7722.0,0.5323,0.7347,0.6876,,0.290598290598,,0.134188034188,,1193.0,16760.0,,1.0,0.3551,0.6449,1900.0,1000.0,9636.0,,5
18204,143358.0,2018,Bradley University,3.0,4.0,2.0,0.7137,25.0,1212.0,4643.0,818.0,32930.0,32930.0,14132.0,8740.0,0.7268,0.8582,0.6457,,0.093394077449,,0.064920273349,,998.0,22117.0,,1.0,0.4939,0.5061,1195.0,1200.0,10310.0,,5
18207,144050.0,2018,University of Chicago,3.0,4.0,2.0,0.0873,34.0,1524.0,6298.0,494.0,56034.0,56034.0,89151.0,18115.0,0.9284,0.9912,0.1263,,,,0.068421052632,,479.0,16000.0,,1.0,0.5102,0.4898,9917.0,1800.0,15726.0,,5
18215,144281.0,2018,Columbia College Chicago,3.0,4.0,2.0,0.9161,,,6934.0,1113.0,26474.0,26474.0,12095.0,8155.0,0.4397,0.6595,0.6758,,0.190649114843,0.017703132093,0.198819791194,,2499.0,19500.0,,1.0,0.4172,0.5828,285.0,1600.0,13630.0,,5
