,UNITID,Year,INSTNM,PREDDEG,HIGHDEG,CONTROL,ADM_RATE,ACTCMMID,SAT_AVG,UGDS,NUM4_PRIV,TUITIONFEE_IN,TUITIONFEE_OUT,INEXPFTE,AVGFACSAL,C150_4,RET_FT4,PCTFLOAN,CDR2,COMP_ORIG_YR2_RT,COMP_4YR_TRANS_YR2_RT,WDRAW_ORIG_YR2_RT,COMPL_RPY_3YR_RT,OVERALL_YR4_N,DEBT_MDN,MN_EARN_WNE_P10,ICLEVEL,UGDS_MEN,UGDS_WOMEN,GRADS,BOOKSUPPLY,ROOMBOARD_ON,GT_THRESHOLD_P8,cluster
18216,144351.0,2018,Concordia University-Chicago,3.0,4.0,2.0,0.7472,22.0,1100.0,1405.0,299.0,31588.0,31588.0,9813.0,4050.0,0.4781,0.6705,0.7065,,0.153669724771,,0.155963302752,,546.0,15750.0,,1.0,0.4121,0.5879,4297.0,1200.0,9448.0,,5
18218,144740.0,2018,DePaul University,3.0,4.0,2.0,0.7174,,,14591.0,1588.0,39010.0,39010.0,12582.0,10699.0,0.7082,0.8356,0.5478,,0.182977461447,0.006820877817,0.1337485172,,3502.0,20000.0,,1.0,0.475,0.525,7953.0,1104.0,13797.0,,5
18222,144962.0,2018,Elmhurst University,3.0,4.0,2.0,0.7053,23.0,1141.0,2782.0,396.0,36370.0,36370.0,7548.0,7967.0,0.6436,0.7547,0.8256,,0.213917525773,0.024484536082,0.115979381443,,699.0,16227.0,,1.0,0.394,0.606,606.0,1000.0,10344.0,,5
18226,145619.0,2018,Benedictine University,3.0,4.0,2.0,0.6217,22.0,1093.0,2864.0,448.0,33900.0,33900.0,6919.0,8210.0,0.4981,0.7283,0.6298,,0.254706533776,0.023255813953,0.150609080842,,1136.0,17125.0,,1.0,0.4452,0.5548,2216.0,1510.0,10006.0,,5
18230,145725.0,2018,Illinois Institute of Technology,3.0,4.0,2.0,0.5403,28.0,1323.0,2763.0,294.0,45864.0,45864.0,11376.0,12391.0,0.7223,0.8982,0.4436,,0.137339055794,,0.070815450644,,449.0,21531.0,,1.0,0.6909,0.3091,4264.0,1250.0,13007.0,,5
18236,146339.0,2018,Judson University,3.0,4.0,2.0,0.712,22.0,1084.0,1037.0,156.0,29434.0,29434.0,8121.0,6493.0,0.5448,0.7175,0.6714,,0.174825174825,,0.153846153846,,359.0,19500.0,,1.0,0.4407,0.5593,202.0,1270.0,9840.0,,5
18242,146481.0,2018,Lake Forest College,3.0,4.0,2.0,0.5299,,,1483.0,290.0,45548.0,45548.0,10230.0,8723.0,0.7241,0.852,0.7584,,0.125730994152,,0.049707602339,,347.0,25745.0,,1.0,0.4262,0.5738,34.0,1000.0,10052.0,,5
18245,146612.0,2018,Lewis University,3.0,4.0,2.0,0.5383,24.0,1161.0,4372.0,510.0,31250.0,31250.0,9724.0,9200.0,0.6703,0.8037,0.6479,,0.100328947368,0.035361842105,0.222039473684,,1211.0,19500.0,,1.0,0.4664,0.5336,2000.0,1500.0,10460.0,,5
18248,146719.0,2018,Loyola University Chicago,3.0,4.0,2.0,0.7059,27.0,1258.0,11193.0,1784.0,43078.0,43078.0,12176.0,10443.0,0.7715,0.8317,0.5629,,0.147555555556,,0.071111111111,,2404.0,20000.0,,1.0,0.3376,0.6624,5253.0,1200.0,14080.0,,5
18250,147013.0,2018,McKendree University,3.0,4.0,2.0,0.617,22.0,1100.0,2065.0,331.0,29640.0,29640.0,6017.0,6872.0,0.5123,0.7528,0.6135,,0.145719489982,,0.167577413479,,642.0,17500.0,,1.0,0.4547,0.5453,572.0,1000.0,9350.0,,5
18251,147244.0,2018,Millikin University,3.0,4.0,2.0,0.6459,23.0,1127.0,1883.0,359.0,33066.0,33066.0,10026.0,5988.0,0.6056,0.7635,0.7172,,0.103646833013,,0.117082533589,,552.0,20000.0,,1.0,0.4296,0.5704,90.0,1000.0,11498.0,,5
18253,147369.0,2018,Moody Bible Institute,3.0,4.0,2.0,0.6589,,,2673.0,89.0,12960.0,12960.0,9639.0,8409.0,0.594,0.8327,0.0,,0.163147792706,,0.21689059501,,536.0,5500.0,,1.0,0.5425,0.4575,728.0,932.0,9860.0,,5
18257,147660.0,2018,North Central College,3.0,4.0,2.0,0.544,25.0,1200.0,2688.0,466.0,37749.0,37749.0,10198.0,8359.0,0.6883,0.7929,0.6922,,0.175033921303,,0.092265943012,,753.0,19500.0,,1.0,0.4531,0.5469,196.0,1200.0,10650.0,,5
18258,147679.0,2018,North Park University,3.0,4.0,2.0,0.5373,22.0,1086.0,2018.0,307.0,28620.0,28620.0,8391.0,7840.0,0.5863,0.709,0.6882,,0.187175043328,,0.116117850953,,583.0,19500.0,,1.0,0.3697,0.6303,908.0,1000.0,9310.0,,5
18260,147767.0,2018,Northwestern University,3.0,4.0,2.0,0.0924,33.0,1500.0,8489.0,734.0,52678.0,52678.0,44763.0,16645.0,0.9376,0.9829,0.2356,,0.072861668427,0.013727560718,0.047518479409,,977.0,14385.0,,1.0,0.495,0.505,13308.0,1660.0,16047.0,,5
18263,147828.0,2018,Olivet Nazarene University,3.0,4.0,2.0,0.6617,23.0,1140.0,3356.0,536.0,34940.0,34940.0,6765.0,7129.0,0.6629,0.7813,0.7228,,0.096670247046,0.022556390977,0.164339419979,,1017.0,19000.0,,1.0,0.4112,0.5888,1615.0,1000.0,7900.0,,5
18268,148335.0,2018,Robert Morris University Illinois,3.0,4.0,2.0,0.6688,,,1971.0,471.0,26700.0,26700.0,4695.0,7006.0,0.3913,0.5073,0.8057,,0.296557811121,0.010591350397,0.345101500441,,1336.0,15000.0,,1.0,0.5642,0.4358,304.0,1500.0,14187.0,,5
18270,148405.0,2018,Rockford University,3.0,4.0,2.0,0.4656,21.0,1059.0,1018.0,143.0,30050.0,30050.0,6688.0,5725.0,0.4146,0.6604,0.7479,,0.232835820896,,0.158208955224,,352.0,18750.0,,1.0,0.443,0.557,200.0,1200.0,8420.0,,5
18271,148487.0,2018,Roosevelt University,3.0,4.0,2.0,0.6951,23.0,1119.0,2485.0,277.0,28963.0,28963.0,12255.0,8488.0,0.3986,0.6399,0.6726,,0.273390036452,0.032806804374,0.177399756987,,1162.0,18000.0,,1.0,0.3678,0.6322,1879.0,1200.0,12927.0,,5
18272,148496.0,2018,Dominican University,3.0,4.0,2.0,0.6498,23.0,1124.0,2155.0,423.0,32530.0,32530.0,10489.0,7439.0,0.6208,0.8081,0.729,,0.172362555721,0.046062407132,0.118870728083,,672.0,20834.0,,1.0,0.3295,0.6705,956.0,1200.0,9942.0,,5
18273,148584.0,2018,University of St Francis,3.0,4.0,2.0,0.5167,23.0,1126.0,1563.0,176.0,31470.0,31470.0,5604.0,7832.0,0.6278,0.8,0.7105,,0.197994987469,,0.110275689223,,472.0,20280.0,,1.0,0.3461,0.6539,2567.0,800.0,9358.0,,5
18274,148627.0,2018,Saint Xavier University,3.0,4.0,2.0,0.746,21.0,1066.0,2927.0,560.0,33380.0,33380.0,7339.0,7252.0,0.5241,0.7208,0.7651,,0.181425485961,,0.168466522678,,942.0,18000.0,,1.0,0.3594,0.6406,773.0,1200.0,11340.0,,5
18282,149505.0,2018,Trinity Christian College,3.0,4.0,2.0,0.829,23.0,1125.0,1028.0,127.0,28675.0,28675.0,8954.0,6841.0,0.688,0.8563,0.7318,,0.14245014245,0.059829059829,0.122507122507,,377.0,21500.0,,1.0,0.3278,0.6722,85.0,1100.0,9680.0,,5
18286,149781.0,2018,Wheaton College,3.0,4.0,2.0,0.85,30.0,1356.0,2356.0,344.0,35190.0,35190.0,14458.0,9082.0,0.8893,0.9337,0.5236,,0.068796068796,,0.027027027027,,421.0,20100.0,,1.0,0.4537,0.5463,509.0,800.0,9806.0,,5
18288,150066.0,2018,Anderson University,3.0,4.0,2.0,0.6525,22.0,1045.0,1506.0,346.0,29710.0,29710.0,8808.0,6407.0,0.5746,0.7281,0.6628,,0.08024691358,,0.156378600823,,484.0,19500.0,,1.0,0.4104,0.5896,311.0,1200.0,9740.0,,5
18290,150145.0,2018,Bethel University,3.0,4.0,2.0,0.8977,22.0,1077.0,1254.0,195.0,28030.0,28030.0,7997.0,5790.0,0.6421,0.7924,0.7089,,0.213942307692,0.040865384615,0.153846153846,,460.0,19500.0,,1.0,0.3676,0.6324,183.0,1200.0,8800.0,,5
18291,150163.0,2018,Butler University,3.0,4.0,2.0,0.6513,28.0,1279.0,4197.0,716.0,39860.0,39860.0,13705.0,8012.0,0.787,0.8884,0.5166,,0.053748231966,,0.046676096181,,738.0,23250.0,,1.0,0.3986,0.6014,852.0,1000.0,13030.0,,5
18293,150455.0,2018,Earlham College,3.0,4.0,2.0,0.5184,28.0,1303.0,1027.0,225.0,45750.0,45750.0,24475.0,7212.0,0.6824,0.862,0.4927,,,,0.115646258503,,186.0,19000.0,,1.0,0.4576,0.5424,68.0,1200.0,9920.0,,5
18294,150534.0,2018,University of Evansville,3.0,4.0,2.0,0.6996,26.0,1187.0,2049.0,347.0,35394.0,35394.0,11354.0,7313.0,0.717,0.8436,0.4945,,0.050890585242,,0.106870229008,,442.0,20000.0,,1.0,0.4451,0.5549,174.0,1200.0,12160.0,,5
18295,150677.0,2018,Grace College and Theological Seminary,3.0,4.0,2.0,0.8209,24.0,1130.0,1447.0,296.0,23170.0,23170.0,7623.0,6787.0,0.6245,0.794,0.5408,,0.327433628319,,0.115044247788,,391.0,16772.0,,1.0,0.407,0.593,394.0,1000.0,8782.0,,5
18301,151263.0,2018,University of Indianapolis,3.0,4.0,2.0,0.8218,22.0,1093.0,4384.0,785.0,28390.0,28390.0,8829.0,7423.0,0.5621,0.7525,0.6006,,0.090822179732,,0.158699808795,,980.0,18500.0,,1.0,0.3611,0.6389,1484.0,1250.0,9988.0,,5
18302,151290.0,2018,Indiana Institute of Technology,3.0,4.0,2.0,0.7613,20.0,1034.0,6899.0,671.0,26370.0,26370.0,3030.0,7198.0,0.3385,0.605,0.834,,0.030962912555,0.018373596461,0.585913576046,,2372.0,9500.0,,1.0,0.3888,0.6112,798.0,0.0,9820.0,,5
18311,151777.0,2018,Manchester University,3.0,4.0,2.0,0.6058,,,1257.0,366.0,31660.0,31660.0,8891.0,7423.0,0.5496,0.6401,0.9088,,0.067532467532,,0.142857142857,,342.0,16750.0,,1.0,0.4845,0.5155,306.0,1000.0,10100.0,,5
18312,151786.0,2018,Marian University,3.0,4.0,2.0,0.5872,22.0,1102.0,2173.0,323.0,33000.0,33000.0,11304.0,6592.0,0.5217,0.7769,0.6912,,0.263803680982,0.150306748466,0.111963190184,,588.0,19500.0,,1.0,0.3801,0.6199,1126.0,1200.0,10206.0,,5
18313,151801.0,2018,Indiana Wesleyan University-Marion,3.0,4.0,2.0,0.7202,24.0,1138.0,2685.0,497.0,25980.0,25980.0,10443.0,7017.0,0.6282,0.7807,0.5935,,0.168688619295,0.035817446563,0.329867128827,,3325.0,16667.0,,1.0,0.3497,0.6503,273.0,1384.0,8312.0,,5
18314,152080.0,2018,University of Notre Dame,3.0,4.0,2.0,0.1892,33.0,1486.0,8527.0,762.0,51505.0,51505.0,29029.0,14001.0,0.9524,0.98,0.334,,0.081746920493,,0.020156774916,,1023.0,19000.0,,1.0,0.525,0.475,3891.0,1050.0,14890.0,,5
18315,152318.0,2018,Rose-Hulman Institute of Technology,3.0,4.0,2.0,0.6094,30.0,1369.0,2146.0,292.0,48012.0,48012.0,20637.0,10968.0,0.8075,0.9116,0.5037,,,,,,342.0,24834.0,,1.0,0.7535,0.2465,77.0,1500.0,14061.0,,5
18316,152336.0,2018,University of Saint Francis-Fort Wayne,3.0,4.0,2.0,0.9872,22.0,1062.0,1840.0,298.0,29430.0,29430.0,8391.0,6483.0,0.5753,0.7165,0.774,,0.185886402754,0.043029259897,0.163511187608,,579.0,18180.0,,1.0,0.2908,0.7092,416.0,1200.0,9010.0,,5
18317,152390.0,2018,Saint Mary's College,3.0,4.0,2.0,0.7825,26.0,1201.0,1489.0,290.0,40800.0,40800.0,13920.0,7446.0,0.7908,0.8403,0.5951,,0.043918918919,,0.040540540541,,323.0,25000.0,,1.0,0.0,1.0,104.0,1000.0,12100.0,,5
18318,152530.0,2018,Taylor University,3.0,4.0,2.0,0.8679,26.0,1204.0,1858.0,288.0,32885.0,32885.0,11968.0,6697.0,0.7852,0.8962,0.435,,0.076167076167,0.061425061425,0.110565110565,,359.0,15750.0,,1.0,0.4446,0.5554,35.0,1000.0,9245.0,,5
18319,152567.0,2018,Trine University,3.0,4.0,2.0,0.701,25.0,1128.0,1939.0,448.0,31540.0,31540.0,6810.0,7534.0,0.545,0.8026,0.3748,,0.162903225806,,0.138709677419,,516.0,17750.0,,1.0,0.7112,0.2888,198.0,1600.0,10570.0,,5
18320,152600.0,2018,Valparaiso University,3.0,4.0,2.0,0.8428,26.0,1216.0,3186.0,635.0,38760.0,38760.0,10698.0,7740.0,0.7221,0.8271,0.6603,,0.130779392338,,0.093791281374,,780.0,21500.0,,1.0,0.4507,0.5493,802.0,1200.0,11400.0,,5
18322,153001.0,2018,Buena Vista University,3.0,4.0,2.0,0.6385,22.0,1083.0,1692.0,154.0,32854.0,32854.0,7587.0,7123.0,0.601,0.765,0.7756,,0.298684210526,0.053947368421,0.138157894737,,903.0,17146.0,,1.0,0.3641,0.6359,178.0,999.0,9490.0,,5
18327,153250.0,2018,Dordt University,3.0,4.0,2.0,0.7207,25.0,1210.0,1353.0,190.0,30000.0,30000.0,9757.0,6343.0,0.6452,0.8114,0.5729,,0.11,,0.083333333333,,333.0,16432.0,,1.0,0.5307,0.4693,85.0,1160.0,9140.0,,5
18328,153269.0,2018,Drake University,3.0,4.0,2.0,0.688,27.0,1285.0,3038.0,502.0,39062.0,39062.0,11611.0,8956.0,0.7906,0.868,0.4995,,0.084142394822,,0.087378640777,,647.0,19197.0,,1.0,0.4253,0.5747,1806.0,1100.0,10158.0,,5
18329,153278.0,2018,University of Dubuque,3.0,4.0,2.0,0.7416,19.0,992.0,1955.0,405.0,29710.0,29710.0,7177.0,6498.0,0.4277,0.5912,0.7245,,0.158597662771,,0.217028380634,,603.0,15673.0,,1.0,0.5826,0.4174,408.0,950.0,9450.0,,5
18331,153366.0,2018,Graceland University-Lamoni,3.0,4.0,2.0,0.5614,21.0,1029.0,1208.0,225.0,28110.0,28110.0,7064.0,6058.0,0.4961,0.6211,0.7282,,0.236203090508,,0.169977924945,,507.0,15000.0,,1.0,0.4404,0.5596,859.0,1250.0,8480.0,,5
18332,153375.0,2018,Grand View University,3.0,4.0,2.0,0.9268,21.0,1043.0,1753.0,261.0,26516.0,26516.0,6483.0,6476.0,0.5014,0.6697,0.7309,,0.278546712803,0.032871972318,0.126297577855,,631.0,17750.0,,1.0,0.4467,0.5533,48.0,816.0,8834.0,,5
18342,153825.0,2018,Loras College,3.0,4.0,2.0,0.9509,23.0,1144.0,1362.0,246.0,32886.0,32886.0,6441.0,6364.0,0.6816,0.7591,0.65,,0.044943820225,,0.092696629213,,375.0,20500.0,,1.0,0.5198,0.4802,70.0,1100.0,7840.0,,5
18345,154004.0,2018,Morningside College,3.0,4.0,2.0,0.5518,23.0,1125.0,1270.0,267.0,30490.0,30490.0,6393.0,6703.0,0.557,0.6971,0.7252,,0.156908665105,0.042154566745,0.126463700234,,404.0,17125.0,,1.0,0.4748,0.5252,1466.0,1339.0,9390.0,,5
18346,154013.0,2018,Mount Mercy University,3.0,4.0,2.0,0.5724,22.0,1085.0,1502.0,199.0,30582.0,30582.0,7336.0,6168.0,0.58,0.75,0.7215,,0.287449392713,,0.089068825911,,413.0,16793.0,,1.0,0.3222,0.6778,331.0,1340.0,9166.0,,5
18350,154101.0,2018,Northwestern College,3.0,4.0,2.0,0.681,24.0,1172.0,1014.0,199.0,30200.0,30200.0,8290.0,6509.0,0.679,0.7722,0.6563,,0.110169491525,,0.080508474576,,279.0,17375.0,,1.0,0.4389,0.5611,202.0,1350.0,9000.0,,5
18352,154235.0,2018,Saint Ambrose University,3.0,4.0,2.0,0.6081,24.0,1165.0,2354.0,347.0,30016.0,30016.0,8865.0,7359.0,0.6325,0.7815,0.7334,,0.152777777778,0.020833333333,0.125,,721.0,20500.0,,1.0,0.4401,0.5599,746.0,1320.0,10164.0,,5
18353,154350.0,2018,Simpson College,3.0,4.0,2.0,0.8386,24.0,1178.0,1406.0,284.0,37663.0,37663.0,9073.0,6516.0,0.6828,0.8046,0.7246,,0.187989556136,,0.086161879896,,262.0,21500.0,,1.0,0.4573,0.5427,47.0,1339.0,7963.0,,5
18355,154493.0,2018,Upper Iowa University,3.0,4.0,2.0,0.5558,21.0,1041.0,4058.0,181.0,29600.0,29600.0,4521.0,5809.0,0.4143,0.5592,0.6169,,0.221779548473,0.03187250996,0.254980079681,,1767.0,17504.0,,1.0,0.3778,0.6222,672.0,1560.0,9760.0,,5
18356,154518.0,2018,Waldorf University,3.0,4.0,3.0,0.7185,20.0,1027.0,2053.0,103.0,21664.0,21664.0,2957.0,4977.0,0.2909,0.4621,0.5301,,0.261044176707,0.025435073628,0.269076305221,,480.0,12000.0,,1.0,0.6303,0.3697,361.0,1339.0,7384.0,,5
18359,154590.0,2018,William Penn University,3.0,4.0,2.0,0.5379,19.0,963.0,1197.0,226.0,25000.0,25000.0,5114.0,5605.0,0.3504,0.5328,0.8086,,0.138655462185,,0.233193277311,,512.0,14000.0,,1.0,0.5405,0.4595,55.0,1224.0,6952.0,,5
18361,154688.0,2018,Baker University,3.0,4.0,2.0,0.8571,23.0,1137.0,1465.0,186.0,28960.0,28960.0,6090.0,6285.0,0.5678,0.6807,0.5404,,0.270783847981,,0.178147268409,,455.0,19500.0,,1.0,0.4341,0.5659,923.0,1200.0,8310.0,,5
18363,154712.0,2018,Benedictine College,3.0,4.0,2.0,0.9747,25.0,1215.0,1826.0,350.0,28480.0,28480.0,6884.0,7015.0,0.6271,0.8012,0.5285,,,,0.122401847575,,403.0,19000.0,,1.0,0.4628,0.5372,81.0,1200.0,9900.0,,5
18371,155089.0,2018,Friends University,3.0,4.0,2.0,0.4801,22.0,1100.0,1110.0,129.0,27565.0,27565.0,5489.0,6635.0,0.3362,0.7423,0.7039,,0.15406162465,,0.254901960784,,417.0,18750.0,,1.0,0.4396,0.5604,552.0,1500.0,7740.0,,5
18379,155335.0,2018,Newman University,3.0,4.0,2.0,0.6384,22.0,1107.0,1103.0,114.0,29200.0,29200.0,4916.0,5845.0,0.5235,0.8012,0.2347,,0.335504885993,,0.14657980456,,341.0,15250.0,,1.0,0.3345,0.6655,568.0,986.0,8022.0,,5
18383,155520.0,2018,MidAmerica Nazarene University,3.0,4.0,2.0,0.6562,21.0,1064.0,1215.0,142.0,29670.0,29670.0,4954.0,6578.0,0.5146,0.6307,0.6455,,0.272536687631,0.033542976939,0.186582809224,,528.0,13396.0,,1.0,0.4107,0.5893,580.0,1490.0,8138.0,,5
18387,155900.0,2018,Southwestern College,3.0,4.0,2.0,0.9688,21.0,1019.0,1096.0,153.0,28750.0,28750.0,6760.0,5624.0,0.4063,0.6154,0.4608,,0.222513089005,0.031413612565,0.180628272251,,409.0,12500.0,,1.0,0.6341,0.3659,159.0,1000.0,7520.0,,5
18391,156213.0,2018,Asbury University,3.0,4.0,2.0,0.7032,25.0,1178.0,1610.0,217.0,29500.0,29500.0,9379.0,6476.0,0.6883,0.8464,0.5963,,0.102777777778,,0.194444444444,,388.0,19153.0,,1.0,0.3957,0.6043,257.0,1275.0,6950.0,,5
18393,156286.0,2018,Bellarmine University,3.0,4.0,2.0,0.8925,25.0,1189.0,2474.0,471.0,40750.0,40750.0,10409.0,8062.0,0.6454,0.7224,0.6109,,0.100619195046,0.021671826625,0.134674922601,,645.0,19000.0,,1.0,0.3573,0.6427,1213.0,762.0,12182.0,,5
18396,156365.0,2018,Campbellsville University,3.0,4.0,2.0,0.6859,21.0,1061.0,2365.0,517.0,25400.0,25400.0,6392.0,5211.0,0.3366,0.6611,0.4261,,0.093457943925,0.018691588785,0.340453938585,,693.0,10500.0,,1.0,0.4241,0.5759,3503.0,1200.0,8000.0,,5
18400,156541.0,2018,University of the Cumberlands,3.0,4.0,2.0,0.7436,22.0,1092.0,2085.0,349.0,23000.0,23000.0,3339.0,5136.0,0.4085,0.6235,0.4025,,0.130568356375,,0.198156682028,,661.0,9734.0,,1.0,0.4297,0.5703,6782.0,1400.0,9000.0,,5
18403,156745.0,2018,Georgetown College,3.0,4.0,2.0,0.6733,23.0,1145.0,1029.0,227.0,37160.0,37160.0,7066.0,6065.0,0.5339,0.67,0.7018,,,,0.204152249135,,250.0,14613.0,,1.0,0.4626,0.5374,706.0,1250.0,9410.0,,5
18410,157216.0,2018,Lindsey Wilson College,3.0,4.0,2.0,,,,1958.0,407.0,24246.0,24246.0,5616.0,5750.0,0.3519,0.5682,0.7336,,0.201657458564,,0.274861878453,,751.0,13651.0,,1.0,0.3953,0.6047,497.0,1000.0,9300.0,,5
18419,157535.0,2018,University of Pikeville,3.0,4.0,2.0,1.0,21.0,1038.0,1088.0,321.0,20338.0,20338.0,7095.0,6083.0,0.2994,0.5671,0.6538,,0.113744075829,,0.232227488152,,474.0,11629.0,,1.0,0.4844,0.5156,776.0,2500.0,7500.0,,5
18423,157757.0,2018,Spalding University,3.0,4.0,2.0,0.5899,21.0,1046.0,1080.0,149.0,24000.0,24000.0,8211.0,7326.0,0.4468,0.649,0.5866,,0.168674698795,,0.265060240964,,360.0,17750.0,,1.0,0.2694,0.7306,821.0,1260.0,7900.0,,5
18425,157809.0,2018,Thomas More University,3.0,4.0,2.0,0.9123,22.0,1081.0,1399.0,334.0,30270.0,30270.0,5729.0,6534.0,0.451,0.6707,0.5154,,0.108860759494,,0.227848101266,,538.0,13175.0,,1.0,0.5096,0.4904,184.0,,7592.0,,5
18438,159656.0,2018,Loyola University New Orleans,3.0,4.0,2.0,0.6911,25.0,1203.0,2534.0,459.0,39492.0,39492.0,13450.0,8794.0,0.5623,0.7974,0.606,,0.055267702936,,0.139896373057,,563.0,19500.0,,1.0,0.3777,0.6223,1157.0,1248.0,12666.0,,5
18444,160074.0,2018,Franciscan Missionaries of Our Lady University,3.0,4.0,2.0,0.4844,22.0,1085.0,1168.0,49.0,12764.0,12764.0,8448.0,6678.0,0.4045,0.75,0.5684,,0.1625,0.09,0.2075,,458.0,15070.0,,1.0,0.1173,0.8827,253.0,1200.0,,,5
18454,160755.0,2018,Tulane University of Louisiana,3.0,4.0,2.0,0.215,32.0,1442.0,7871.0,641.0,52960.0,52960.0,25525.0,11440.0,0.8336,0.9315,0.3017,,0.096424702059,0.018418201517,0.124593716143,,985.0,19000.0,,1.0,0.413,0.587,4513.0,1200.0,14536.0,,5
18455,160904.0,2018,Xavier University of Louisiana,3.0,4.0,2.0,0.6408,23.0,1126.0,2266.0,627.0,23606.0,23606.0,8804.0,8650.0,0.4401,0.7171,0.6697,,0.054852320675,,0.158931082982,,733.0,12750.0,,1.0,0.267,0.733,751.0,1300.0,9534.0,,5
18468,161457.0,2018,University of New England,3.0,4.0,2.0,0.8074,24.0,1128.0,2360.0,574.0,36530.0,36530.0,10365.0,8663.0,0.59,0.7754,0.4756,,0.135095447871,0.029368575624,0.064610866373,,664.0,19822.0,,1.0,0.2958,0.7042,3858.0,1400.0,13580.0,,5
18469,161518.0,2018,Saint Joseph's College of Maine,3.0,4.0,2.0,0.8011,,,1494.0,242.0,34610.0,34610.0,8042.0,6032.0,0.5922,0.8158,0.6509,,0.060606060606,,0.140495867769,,420.0,16745.0,,1.0,0.3655,0.6345,758.0,1200.0,13280.0,,5
18483,162654.0,2018,Goucher College,3.0,4.0,2.0,0.7884,,,1526.0,295.0,43440.0,43440.0,13799.0,8208.0,0.6621,0.7841,0.556,,0.043956043956,,0.131868131868,,311.0,17996.0,,1.0,0.3263,0.6737,698.0,1200.0,12670.0,,5
18486,162760.0,2018,Hood College,3.0,4.0,2.0,0.8113,,,1108.0,188.0,37960.0,37960.0,9503.0,7427.0,0.6104,0.7763,0.6865,,0.151815181518,,0.069306930693,,358.0,19613.0,,1.0,0.3836,0.6164,984.0,1200.0,12580.0,,5
18488,162928.0,2018,Johns Hopkins University,3.0,4.0,2.0,0.1254,34.0,1524.0,5663.0,641.0,52170.0,52170.0,81395.0,13055.0,0.9268,0.9699,0.3198,,0.13935483871,0.027096774194,0.077419354839,,861.0,13500.0,,1.0,0.5019,0.4981,19042.0,1230.0,15410.0,,5
18489,163046.0,2018,Loyola University Maryland,3.0,4.0,2.0,0.7528,,,3903.0,628.0,47560.0,47560.0,12471.0,8947.0,0.8109,0.8454,0.53,,0.030791788856,,0.030791788856,,683.0,26945.0,,1.0,0.4222,0.5778,1859.0,1250.0,14150.0,,5
18493,163295.0,2018,Maryland Institute College of Art,3.0,4.0,2.0,0.6161,27.0,1203.0,1743.0,173.0,46990.0,46990.0,14974.0,8362.0,0.7181,0.8678,0.4997,,0.144827586207,,0.120689655172,,341.0,21500.0,,1.0,0.2542,0.7458,379.0,1500.0,12860.0,,5
18497,163462.0,2018,Mount St. Mary's University,3.0,4.0,2.0,0.6423,22.0,1085.0,1785.0,298.0,40550.0,40550.0,9611.0,7909.0,0.6329,0.7578,0.6217,,0.072527472527,,0.079120879121,,393.0,19500.0,,1.0,0.4756,0.5244,506.0,1300.0,12830.0,,5
18503,164173.0,2018,Stevenson University,3.0,4.0,2.0,0.6087,22.0,1097.0,3375.0,728.0,35490.0,35490.0,11256.0,8332.0,0.5404,0.811,0.607,,0.122497055359,,0.08480565371,,941.0,22000.0,,1.0,0.3407,0.6593,479.0,1400.0,12922.0,,5
18504,164216.0,2018,Washington College,3.0,4.0,2.0,0.5871,,,1449.0,270.0,44820.0,44820.0,14147.0,8087.0,0.7644,0.8512,0.5686,,0.065743944637,,0.083044982699,,258.0,20500.0,,1.0,0.421,0.579,,1400.0,11040.0,,5
18505,164270.0,2018,McDaniel College,3.0,4.0,2.0,0.85,25.0,1161.0,1559.0,292.0,41800.0,41800.0,10320.0,6996.0,0.6817,0.8144,0.6611,,0.071794871795,,0.138461538462,,399.0,19500.0,,1.0,0.492,0.508,1229.0,1200.0,11110.0,,5
18507,164447.0,2018,American International College,3.0,4.0,2.0,0.7183,20.0,997.0,1336.0,292.0,34470.0,34470.0,6536.0,6262.0,0.4141,0.6031,0.8303,,0.096359743041,,0.141327623126,,534.0,20050.0,,1.0,0.4169,0.5831,1911.0,1200.0,13550.0,,5
18509,164492.0,2018,Anna Maria College,3.0,4.0,2.0,0.7918,,,1118.0,207.0,37130.0,37130.0,5223.0,6343.0,0.4126,0.6881,0.7588,,0.091690544413,0.028653295129,0.169054441261,,347.0,15442.0,,1.0,0.441,0.559,325.0,1000.0,13890.0,,5
18510,164562.0,2018,Assumption University,3.0,4.0,2.0,0.7843,,,2058.0,428.0,39598.0,39598.0,8708.0,8415.0,0.71,0.825,0.6843,,0.054716981132,,0.071698113208,,510.0,25000.0,,1.0,0.413,0.587,397.0,1000.0,12196.0,,5
18511,164580.0,2018,Babson College,3.0,4.0,2.0,0.2418,30.0,1347.0,2342.0,231.0,49664.0,49664.0,15831.0,16318.0,0.9215,0.9558,0.3491,,0.076642335766,,0.058394160584,,261.0,21875.0,,1.0,0.5167,0.4833,987.0,1080.0,15838.0,,5
18512,164632.0,2018,Bay Path University,3.0,4.0,2.0,0.6286,23.0,1086.0,1944.0,144.0,33557.0,33557.0,6938.0,7892.0,0.5676,0.6993,0.8817,,0.238636363636,,0.183238636364,,537.0,17610.0,,1.0,0.0,1.0,1351.0,1100.0,12799.0,,5
18513,164720.0,2018,Becker College,3.0,4.0,2.0,0.6941,23.0,1078.0,1800.0,337.0,38250.0,38250.0,6003.0,7797.0,0.3846,0.731,0.68,,0.202283849918,,0.137030995106,,629.0,19750.0,,1.0,0.4272,0.5728,10.0,960.0,13300.0,,5
